Macrotrends Data Download

Sugar Prices - 37 Year Historical Chart

Disclaimer and Terms of Use: Historical data is provided "as is" and solely
for informational purposes - not for trading purposes or advice.
Neither MacroTrends LLC nor any of our information providers will be liable
for any damages relating to your use of the data provided.

ATTRIBUTION: Proper attribution requires clear indication of the data source as "www.macrotrends.net".
A "dofollow" backlink to the originating page is also required if the data is displayed on a web page.


date, value
1980-01-02,0.1505
1980-01-03,0.1470
1980-01-04,0.1486
1980-01-07,0.1438
1980-01-08,0.1449
1980-01-09,0.1504
1980-01-10,0.1490
1980-01-11,0.1575
1980-01-14,0.1622
1980-01-15,0.1670
1980-01-16,0.1703
1980-01-17,0.1763
1980-01-18,0.1791
1980-01-21,0.1820
1980-01-22,0.1865
1980-01-23,0.1954
1980-01-24,0.2006
1980-01-25,0.1961
1980-01-28,0.1751
1980-01-29,0.1932
1980-01-30,0.2055
1980-01-31,0.2093
1980-02-01,0.2174
1980-02-04,0.2250
1980-02-05,0.2142
1980-02-06,0.2110
1980-02-07,0.2164
1980-02-08,0.2441
1980-02-11,0.2605
1980-02-12,0.2605
1980-02-13,0.2710
1980-02-14,0.2671
1980-02-15,0.2557
1980-02-19,0.2198
1980-02-20,0.2285
1980-02-21,0.2360
1980-02-22,0.2183
1980-02-25,0.2120
1980-02-26,0.2208
1980-02-27,0.2197
1980-02-28,0.2113
1980-02-29,0.2272
1980-03-03,0.2536
1980-03-04,0.2436
1980-03-05,0.2403
1980-03-06,0.2324
1980-03-07,0.2042
1980-03-10,0.1944
1980-03-11,0.2029
1980-03-12,0.1981
1980-03-13,0.1848
1980-03-14,0.1881
1980-03-17,0.1768
1980-03-18,0.1820
1980-03-19,0.1893
1980-03-20,0.1868
1980-03-21,0.2002
1980-03-24,0.1965
1980-03-25,0.1929
1980-03-26,0.2031
1980-03-27,0.1863
1980-03-28,0.1825
1980-03-31,0.1871
1980-04-01,0.1843
1980-04-02,0.1851
1980-04-03,0.1986
1980-04-07,0.2081
1980-04-08,0.2025
1980-04-09,0.1988
1980-04-10,0.2085
1980-04-11,0.2166
1980-04-14,0.2103
1980-04-15,0.2205
1980-04-16,0.2198
1980-04-17,0.2281
1980-04-18,0.2334
1980-04-21,0.2199
1980-04-22,0.2218
1980-04-23,0.2278
1980-04-24,0.2274
1980-04-25,0.2313
1980-04-28,0.2272
1980-04-29,0.2329
1980-04-30,0.2370
1980-05-01,0.2531
1980-05-02,0.2659
1980-05-05,0.2692
1980-05-06,0.2709
1980-05-07,0.2812
1980-05-08,0.2989
1980-05-09,0.3034
1980-05-12,0.3224
1980-05-13,0.3252
1980-05-14,0.3316
1980-05-15,0.3249
1980-05-16,0.3309
1980-05-19,0.3284
1980-05-20,0.3046
1980-05-21,0.3091
1980-05-22,0.3312
1980-05-23,0.3489
1980-05-27,0.3479
1980-05-28,0.3425
1980-05-29,0.3446
1980-05-30,0.3440
1980-06-02,0.3336
1980-06-03,0.2996
1980-06-04,0.3129
1980-06-05,0.2915
1980-06-06,0.2994
1980-06-09,0.2876
1980-06-10,0.2815
1980-06-11,0.3023
1980-06-12,0.3198
1980-06-13,0.3360
1980-06-16,0.3114
1980-06-17,0.3183
1980-06-18,0.3214
1980-06-19,0.3335
1980-06-20,0.3336
1980-06-23,0.3404
1980-06-24,0.3250
1980-06-25,0.3300
1980-06-26,0.3183
1980-06-27,0.3251
1980-06-30,0.3176
1980-07-01,0.3216
1980-07-02,0.3131
1980-07-03,0.3018
1980-07-07,0.2849
1980-07-08,0.2752
1980-07-09,0.2681
1980-07-10,0.2641
1980-07-11,0.2557
1980-07-14,0.2767
1980-07-15,0.2748
1980-07-16,0.2531
1980-07-17,0.2656
1980-07-18,0.2869
1980-07-21,0.2748
1980-07-22,0.2778
1980-07-23,0.2773
1980-07-24,0.2763
1980-07-25,0.2884
1980-07-28,0.2901
1980-07-29,0.2890
1980-07-30,0.2924
1980-07-31,0.2880
1980-08-01,0.2961
1980-08-04,0.3214
1980-08-05,0.3307
1980-08-06,0.3292
1980-08-07,0.3239
1980-08-08,0.3334
1980-08-11,0.3257
1980-08-12,0.3336
1980-08-13,0.3386
1980-08-14,0.3435
1980-08-15,0.3343
1980-08-18,0.3221
1980-08-19,0.3134
1980-08-20,0.3180
1980-08-21,0.3211
1980-08-22,0.3084
1980-08-25,0.2957
1980-08-26,0.3074
1980-08-27,0.3055
1980-08-28,0.3015
1980-08-29,0.3118
1980-09-02,0.3161
1980-09-03,0.3152
1980-09-04,0.3205
1980-09-05,0.3125
1980-09-08,0.3206
1980-09-09,0.3229
1980-09-10,0.3238
1980-09-11,0.3489
1980-09-12,0.3675
1980-09-15,0.3684
1980-09-16,0.3569
1980-09-17,0.3634
1980-09-18,0.3743
1980-09-19,0.3685
1980-09-22,0.3704
1980-09-23,0.3612
1980-09-24,0.3680
1980-09-25,0.3795
1980-09-26,0.3731
1980-09-29,0.3594
1980-09-30,0.3834
1980-10-01,0.3968
1980-10-02,0.3967
1980-10-03,0.3956
1980-10-06,0.3993
1980-10-07,0.4062
1980-10-08,0.4030
1980-10-09,0.4146
1980-10-10,0.4213
1980-10-13,0.4219
1980-10-14,0.4194
1980-10-15,0.4026
1980-10-16,0.4241
1980-10-17,0.4191
1980-10-20,0.4226
1980-10-21,0.4202
1980-10-22,0.4154
1980-10-23,0.4143
1980-10-24,0.4087
1980-10-27,0.4034
1980-10-28,0.4053
1980-10-29,0.4078
1980-10-30,0.4125
1980-10-31,0.4207
1980-11-03,0.4266
1980-11-05,0.4313
1980-11-06,0.4188
1980-11-07,0.4127
1980-11-10,0.3925
1980-11-11,0.3934
1980-11-12,0.3787
1980-11-13,0.3672
1980-11-14,0.3670
1980-11-17,0.3719
1980-11-18,0.3748
1980-11-19,0.3759
1980-11-20,0.3792
1980-11-21,0.3761
1980-11-24,0.3476
1980-11-25,0.3373
1980-11-26,0.3426
1980-11-28,0.3382
1980-12-01,0.3049
1980-12-02,0.3130
1980-12-03,0.3188
1980-12-04,0.3009
1980-12-05,0.2823
1980-12-08,0.2797
1980-12-09,0.2784
1980-12-10,0.2793
1980-12-11,0.2466
1980-12-12,0.2492
1980-12-15,0.2809
1980-12-16,0.2795
1980-12-17,0.3000
1980-12-18,0.2992
1980-12-19,0.2983
1980-12-22,0.3078
1980-12-23,0.3078
1980-12-24,0.3078
1980-12-26,0.3078
1980-12-29,0.2933
1980-12-30,0.2855
1980-12-31,0.2855
1981-01-02,0.2855
1981-01-05,0.3193
1981-01-06,0.3182
1981-01-07,0.3105
1981-01-08,0.3043
1981-01-09,0.3074
1981-01-12,0.2888
1981-01-13,0.2847
1981-01-14,0.2935
1981-01-15,0.2815
1981-01-16,0.2585
1981-01-19,0.2597
1981-01-20,0.2653
1981-01-21,0.2668
1981-01-22,0.2535
1981-01-23,0.2763
1981-01-26,0.2727
1981-01-27,0.2714
1981-01-28,0.2632
1981-01-29,0.2534
1981-01-30,0.2535
1981-02-02,0.2430
1981-02-03,0.2474
1981-02-04,0.2463
1981-02-05,0.2440
1981-02-06,0.2670
1981-02-09,0.2568
1981-02-10,0.2513
1981-02-11,0.2575
1981-02-12,0.2534
1981-02-13,0.2482
1981-02-17,0.2273
1981-02-18,0.2326
1981-02-19,0.2333
1981-02-20,0.2341
1981-02-23,0.2343
1981-02-24,0.2372
1981-02-25,0.2307
1981-02-26,0.2326
1981-02-27,0.2337
1981-03-02,0.2272
1981-03-03,0.2292
1981-03-04,0.2225
1981-03-05,0.2151
1981-03-06,0.2156
1981-03-09,0.2102
1981-03-10,0.2096
1981-03-11,0.2055
1981-03-12,0.2110
1981-03-13,0.2089
1981-03-16,0.2104
1981-03-17,0.2200
1981-03-18,0.2203
1981-03-19,0.2223
1981-03-20,0.2226
1981-03-23,0.2230
1981-03-24,0.2282
1981-03-25,0.2246
1981-03-26,0.2222
1981-03-27,0.2225
1981-03-30,0.2098
1981-03-31,0.2095
1981-04-01,0.2095
1981-04-02,0.2030
1981-04-03,0.2012
1981-04-06,0.1932
1981-04-07,0.1917
1981-04-08,0.1913
1981-04-09,0.1868
1981-04-10,0.1884
1981-04-13,0.1822
1981-04-14,0.1790
1981-04-15,0.1682
1981-04-16,0.1650
1981-04-20,0.1650
1981-04-21,0.1696
1981-04-22,0.1745
1981-04-23,0.1808
1981-04-24,0.1731
1981-04-27,0.1650
1981-04-28,0.1566
1981-04-29,0.1515
1981-04-30,0.1635
1981-05-01,0.1533
1981-05-04,0.1474
1981-05-05,0.1426
1981-05-06,0.1490
1981-05-07,0.1468
1981-05-08,0.1518
1981-05-11,0.1441
1981-05-12,0.1396
1981-05-13,0.1435
1981-05-14,0.1413
1981-05-15,0.1466
1981-05-18,0.1487
1981-05-19,0.1438
1981-05-20,0.1465
1981-05-21,0.1527
1981-05-22,0.1534
1981-05-26,0.1586
1981-05-27,0.1658
1981-05-28,0.1639
1981-05-29,0.1767
1981-06-01,0.1877
1981-06-02,0.1863
1981-06-03,0.1728
1981-06-04,0.1641
1981-06-05,0.1697
1981-06-08,0.1745
1981-06-09,0.1650
1981-06-10,0.1675
1981-06-11,0.1593
1981-06-12,0.1558
1981-06-15,0.1583
1981-06-16,0.1584
1981-06-17,0.1608
1981-06-18,0.1606
1981-06-19,0.1616
1981-06-22,0.1593
1981-06-23,0.1599
1981-06-24,0.1555
1981-06-25,0.1572
1981-06-26,0.1567
1981-06-29,0.1535
1981-06-30,0.1517
1981-07-01,0.1499
1981-07-02,0.1521
1981-07-06,0.1588
1981-07-07,0.1598
1981-07-08,0.1559
1981-07-09,0.1594
1981-07-10,0.1665
1981-07-13,0.1720
1981-07-14,0.1682
1981-07-15,0.1673
1981-07-16,0.1669
1981-07-17,0.1622
1981-07-20,0.1584
1981-07-21,0.1618
1981-07-22,0.1616
1981-07-23,0.1642
1981-07-24,0.1682
1981-07-27,0.1672
1981-07-28,0.1683
1981-07-29,0.1694
1981-07-30,0.1667
1981-07-31,0.1655
1981-08-03,0.1619
1981-08-04,0.1604
1981-08-05,0.1600
1981-08-06,0.1598
1981-08-07,0.1583
1981-08-10,0.1612
1981-08-11,0.1596
1981-08-12,0.1551
1981-08-13,0.1543
1981-08-14,0.1541
1981-08-17,0.1515
1981-08-18,0.1522
1981-08-19,0.1513
1981-08-20,0.1436
1981-08-21,0.1391
1981-08-24,0.1318
1981-08-25,0.1323
1981-08-26,0.1291
1981-08-27,0.1295
1981-08-28,0.1301
1981-08-31,0.1238
1981-09-01,0.1141
1981-09-02,0.1179
1981-09-03,0.1157
1981-09-04,0.1128
1981-09-08,0.1103
1981-09-09,0.1089
1981-09-10,0.1149
1981-09-11,0.1149
1981-09-14,0.1202
1981-09-15,0.1173
1981-09-16,0.1125
1981-09-17,0.1056
1981-09-18,0.1080
1981-09-21,0.1132
1981-09-22,0.1159
1981-09-23,0.1176
1981-09-24,0.1217
1981-09-25,0.1212
1981-09-28,0.1297
1981-09-29,0.1281
1981-09-30,0.1282
1981-10-01,0.1270
1981-10-02,0.1285
1981-10-05,0.1288
1981-10-06,0.1272
1981-10-07,0.1247
1981-10-08,0.1230
1981-10-09,0.1222
1981-10-12,0.1213
1981-10-13,0.1245
1981-10-14,0.1256
1981-10-15,0.1221
1981-10-16,0.1208
1981-10-19,0.1178
1981-10-20,0.1158
1981-10-21,0.1178
1981-10-22,0.1166
1981-10-23,0.1167
1981-10-26,0.1138
1981-10-27,0.1136
1981-10-28,0.1198
1981-10-29,0.1202
1981-10-30,0.1211
1981-11-02,0.1205
1981-11-03,0.1220
1981-11-04,0.1188
1981-11-05,0.1188
1981-11-06,0.1193
1981-11-09,0.1215
1981-11-10,0.1180
1981-11-11,0.1184
1981-11-12,0.1190
1981-11-13,0.1190
1981-11-16,0.1178
1981-11-17,0.1147
1981-11-18,0.1148
1981-11-19,0.1178
1981-11-20,0.1188
1981-11-23,0.1168
1981-11-24,0.1181
1981-11-25,0.1240
1981-11-27,0.1271
1981-11-30,0.1272
1981-12-01,0.1261
1981-12-02,0.1247
1981-12-03,0.1238
1981-12-04,0.1263
1981-12-07,0.1278
1981-12-08,0.1283
1981-12-09,0.1250
1981-12-10,0.1288
1981-12-11,0.1298
1981-12-14,0.1301
1981-12-15,0.1281
1981-12-16,0.1306
1981-12-17,0.1317
1981-12-18,0.1314
1981-12-21,0.1337
1981-12-22,0.1369
1981-12-23,0.1352
1981-12-24,0.1352
1981-12-28,0.1360
1981-12-29,0.1293
1981-12-30,0.1291
1981-12-31,0.1296
1982-01-04,0.1252
1982-01-05,0.1245
1982-01-06,0.1274
1982-01-07,0.1268
1982-01-08,0.1284
1982-01-11,0.1275
1982-01-12,0.1286
1982-01-13,0.1297
1982-01-14,0.1288
1982-01-15,0.1292
1982-01-18,0.1291
1982-01-19,0.1290
1982-01-20,0.1300
1982-01-21,0.1320
1982-01-22,0.1318
1982-01-25,0.1339
1982-01-26,0.1350
1982-01-27,0.1360
1982-01-28,0.1331
1982-01-29,0.1323
1982-02-01,0.1328
1982-02-02,0.1339
1982-02-03,0.1307
1982-02-04,0.1317
1982-02-05,0.1322
1982-02-08,0.1308
1982-02-09,0.1295
1982-02-10,0.1303
1982-02-11,0.1323
1982-02-12,0.1322
1982-02-16,0.1353
1982-02-17,0.1354
1982-02-18,0.1342
1982-02-19,0.1340
1982-02-22,0.1292
1982-02-23,0.1240
1982-02-24,0.1216
1982-02-25,0.1247
1982-02-26,0.1255
1982-03-01,0.1237
1982-03-02,0.1204
1982-03-03,0.1183
1982-03-04,0.1177
1982-03-05,0.1182
1982-03-08,0.1134
1982-03-09,0.1127
1982-03-10,0.1138
1982-03-11,0.1145
1982-03-12,0.1094
1982-03-15,0.1086
1982-03-16,0.1092
1982-03-17,0.1097
1982-03-18,0.1131
1982-03-19,0.1111
1982-03-22,0.1112
1982-03-23,0.1127
1982-03-24,0.1111
1982-03-25,0.1083
1982-03-26,0.1067
1982-03-29,0.1082
1982-03-30,0.1076
1982-03-31,0.1065
1982-04-01,0.1074
1982-04-02,0.1058
1982-04-05,0.1037
1982-04-06,0.1026
1982-04-07,0.1017
1982-04-08,0.1015
1982-04-12,0.1005
1982-04-13,0.1005
1982-04-14,0.1008
1982-04-15,0.1004
1982-04-16,0.0977
1982-04-19,0.0911
1982-04-20,0.0872
1982-04-21,0.0892
1982-04-22,0.0848
1982-04-23,0.0858
1982-04-26,0.0872
1982-04-27,0.0869
1982-04-28,0.0897
1982-04-29,0.0900
1982-04-30,0.0882
1982-05-03,0.0869
1982-05-04,0.0830
1982-05-05,0.0843
1982-05-06,0.0847
1982-05-07,0.0868
1982-05-10,0.0844
1982-05-11,0.0848
1982-05-12,0.0821
1982-05-13,0.0786
1982-05-14,0.0792
1982-05-17,0.0798
1982-05-18,0.0785
1982-05-19,0.0788
1982-05-20,0.0772
1982-05-21,0.0793
1982-05-24,0.0792
1982-05-25,0.0809
1982-05-26,0.0806
1982-05-27,0.0794
1982-05-28,0.0761
1982-06-01,0.0722
1982-06-02,0.0734
1982-06-03,0.0718
1982-06-04,0.0692
1982-06-07,0.0705
1982-06-08,0.0704
1982-06-09,0.0671
1982-06-10,0.0654
1982-06-11,0.0667
1982-06-14,0.0653
1982-06-15,0.0654
1982-06-16,0.0641
1982-06-17,0.0643
1982-06-18,0.0650
1982-06-21,0.0653
1982-06-22,0.0693
1982-06-23,0.0695
1982-06-24,0.0689
1982-06-25,0.0673
1982-06-28,0.0675
1982-06-29,0.0724
1982-06-30,0.0753
1982-07-01,0.0759
1982-07-02,0.0775
1982-07-06,0.0809
1982-07-07,0.0793
1982-07-08,0.0772
1982-07-09,0.0799
1982-07-12,0.0827
1982-07-13,0.0916
1982-07-14,0.0902
1982-07-15,0.0865
1982-07-16,0.0857
1982-07-19,0.0857
1982-07-20,0.0780
1982-07-21,0.0752
1982-07-22,0.0732
1982-07-23,0.0745
1982-07-26,0.0736
1982-07-27,0.0723
1982-07-28,0.0699
1982-07-29,0.0700
1982-07-30,0.0721
1982-08-02,0.0744
1982-08-03,0.0699
1982-08-04,0.0703
1982-08-05,0.0708
1982-08-06,0.0704
1982-08-09,0.0704
1982-08-10,0.0700
1982-08-11,0.0691
1982-08-12,0.0704
1982-08-13,0.0692
1982-08-16,0.0670
1982-08-17,0.0651
1982-08-18,0.0669
1982-08-19,0.0670
1982-08-20,0.0677
1982-08-23,0.0681
1982-08-24,0.0679
1982-08-25,0.0655
1982-08-26,0.0652
1982-08-27,0.0650
1982-08-30,0.0629
1982-08-31,0.0620
1982-09-01,0.0637
1982-09-02,0.0630
1982-09-03,0.0631
1982-09-07,0.0625
1982-09-08,0.0600
1982-09-09,0.0608
1982-09-10,0.0596
1982-09-13,0.0586
1982-09-14,0.0575
1982-09-15,0.0562
1982-09-16,0.0570
1982-09-17,0.0586
1982-09-20,0.0585
1982-09-21,0.0596
1982-09-22,0.0603
1982-09-23,0.0603
1982-09-24,0.0596
1982-09-27,0.0547
1982-09-28,0.0552
1982-09-29,0.0560
1982-09-30,0.0545
1982-10-01,0.0556
1982-10-04,0.0537
1982-10-05,0.0552
1982-10-06,0.0553
1982-10-07,0.0563
1982-10-08,0.0574
1982-10-11,0.0609
1982-10-12,0.0632
1982-10-13,0.0606
1982-10-14,0.0587
1982-10-15,0.0583
1982-10-18,0.0590
1982-10-19,0.0582
1982-10-20,0.0576
1982-10-21,0.0591
1982-10-22,0.0615
1982-10-25,0.0600
1982-10-26,0.0608
1982-10-27,0.0616
1982-10-28,0.0628
1982-10-29,0.0659
1982-11-01,0.0671
1982-11-02,0.0671
1982-11-03,0.0672
1982-11-04,0.0653
1982-11-05,0.0656
1982-11-08,0.0642
1982-11-09,0.0656
1982-11-10,0.0640
1982-11-11,0.0619
1982-11-12,0.0632
1982-11-15,0.0637
1982-11-16,0.0635
1982-11-17,0.0641
1982-11-18,0.0644
1982-11-19,0.0657
1982-11-22,0.0653
1982-11-23,0.0643
1982-11-24,0.0628
1982-11-26,0.0628
1982-11-29,0.0665
1982-11-30,0.0702
1982-12-01,0.0688
1982-12-02,0.0670
1982-12-03,0.0651
1982-12-06,0.0657
1982-12-07,0.0668
1982-12-08,0.0634
1982-12-09,0.0616
1982-12-10,0.0592
1982-12-13,0.0588
1982-12-14,0.0593
1982-12-15,0.0595
1982-12-16,0.0612
1982-12-17,0.0631
1982-12-20,0.0621
1982-12-21,0.0636
1982-12-22,0.0633
1982-12-23,0.0612
1982-12-27,0.0613
1982-12-28,0.0612
1982-12-29,0.0624
1982-12-30,0.0620
1982-12-31,0.0620
1983-01-03,0.0615
1983-01-04,0.0592
1983-01-05,0.0602
1983-01-06,0.0598
1983-01-07,0.0589
1983-01-10,0.0593
1983-01-11,0.0586
1983-01-12,0.0564
1983-01-13,0.0571
1983-01-14,0.0580
1983-01-17,0.0599
1983-01-18,0.0589
1983-01-19,0.0584
1983-01-20,0.0587
1983-01-21,0.0607
1983-01-24,0.0603
1983-01-25,0.0630
1983-01-26,0.0635
1983-01-27,0.0625
1983-01-28,0.0609
1983-01-31,0.0609
1983-02-01,0.0603
1983-02-02,0.0613
1983-02-03,0.0618
1983-02-04,0.0618
1983-02-07,0.0637
1983-02-08,0.0640
1983-02-09,0.0641
1983-02-10,0.0644
1983-02-11,0.0650
1983-02-14,0.0684
1983-02-15,0.0683
1983-02-16,0.0677
1983-02-17,0.0666
1983-02-18,0.0660
1983-02-22,0.0629
1983-02-23,0.0629
1983-02-24,0.0641
1983-02-25,0.0626
1983-02-28,0.0599
1983-03-01,0.0591
1983-03-02,0.0611
1983-03-03,0.0603
1983-03-04,0.0606
1983-03-07,0.0609
1983-03-08,0.0591
1983-03-09,0.0601
1983-03-10,0.0610
1983-03-11,0.0617
1983-03-14,0.0636
1983-03-15,0.0612
1983-03-16,0.0593
1983-03-17,0.0606
1983-03-18,0.0605
1983-03-21,0.0618
1983-03-22,0.0617
1983-03-23,0.0619
1983-03-24,0.0635
1983-03-25,0.0631
1983-03-28,0.0645
1983-03-29,0.0648
1983-03-30,0.0647
1983-03-31,0.0652
1983-04-04,0.0666
1983-04-05,0.0670
1983-04-06,0.0645
1983-04-07,0.0647
1983-04-08,0.0649
1983-04-11,0.0648
1983-04-12,0.0648
1983-04-13,0.0615
1983-04-14,0.0626
1983-04-15,0.0631
1983-04-18,0.0650
1983-04-19,0.0658
1983-04-20,0.0660
1983-04-21,0.0656
1983-04-22,0.0682
1983-04-25,0.0734
1983-04-26,0.0734
1983-04-27,0.0738
1983-04-28,0.0739
1983-04-29,0.0727
1983-05-02,0.0750
1983-05-03,0.0774
1983-05-04,0.0768
1983-05-05,0.0773
1983-05-06,0.0803
1983-05-09,0.0823
1983-05-10,0.0814
1983-05-11,0.0814
1983-05-12,0.0855
1983-05-13,0.0862
1983-05-16,0.0881
1983-05-17,0.0933
1983-05-18,0.0933
1983-05-19,0.0931
1983-05-20,0.0949
1983-05-23,0.1017
1983-05-24,0.1038
1983-05-25,0.1057
1983-05-26,0.1144
1983-05-27,0.1162
1983-05-31,0.1275
1983-06-01,0.1091
1983-06-02,0.1068
1983-06-03,0.1153
1983-06-06,0.1058
1983-06-07,0.1030
1983-06-08,0.1053
1983-06-09,0.1149
1983-06-10,0.1140
1983-06-13,0.1105
1983-06-14,0.1107
1983-06-15,0.1073
1983-06-16,0.1029
1983-06-17,0.0987
1983-06-20,0.1026
1983-06-21,0.1009
1983-06-22,0.1059
1983-06-23,0.1114
1983-06-24,0.1109
1983-06-27,0.1092
1983-06-28,0.1094
1983-06-29,0.1114
1983-06-30,0.1093
1983-07-01,0.1080
1983-07-05,0.1060
1983-07-06,0.1041
1983-07-07,0.1078
1983-07-08,0.1063
1983-07-11,0.1065
1983-07-12,0.1068
1983-07-13,0.1065
1983-07-14,0.1036
1983-07-15,0.0982
1983-07-18,0.0939
1983-07-19,0.0958
1983-07-20,0.0988
1983-07-21,0.1033
1983-07-22,0.1071
1983-07-25,0.1131
1983-07-26,0.1136
1983-07-27,0.1105
1983-07-28,0.1100
1983-07-29,0.1092
1983-08-01,0.1102
1983-08-02,0.1160
1983-08-03,0.1157
1983-08-04,0.1108
1983-08-05,0.1123
1983-08-08,0.1125
1983-08-09,0.1067
1983-08-10,0.1072
1983-08-11,0.1042
1983-08-12,0.1018
1983-08-15,0.1042
1983-08-16,0.1043
1983-08-17,0.1022
1983-08-18,0.1042
1983-08-19,0.1042
1983-08-22,0.1045
1983-08-23,0.1018
1983-08-24,0.1003
1983-08-25,0.1002
1983-08-26,0.0993
1983-08-29,0.0978
1983-08-30,0.0994
1983-08-31,0.0991
1983-09-01,0.0996
1983-09-02,0.0999
1983-09-06,0.0985
1983-09-07,0.0974
1983-09-08,0.0978
1983-09-09,0.0978
1983-09-12,0.0985
1983-09-13,0.0981
1983-09-14,0.0951
1983-09-15,0.0946
1983-09-16,0.0907
1983-09-19,0.0935
1983-09-20,0.0896
1983-09-21,0.0865
1983-09-22,0.0893
1983-09-23,0.0880
1983-09-26,0.0892
1983-09-27,0.0933
1983-09-28,0.0992
1983-09-29,0.0953
1983-09-30,0.0949
1983-10-03,0.0980
1983-10-04,0.1001
1983-10-05,0.1003
1983-10-06,0.1015
1983-10-07,0.1036
1983-10-10,0.1030
1983-10-11,0.1015
1983-10-12,0.0995
1983-10-13,0.0988
1983-10-14,0.1005
1983-10-17,0.1005
1983-10-18,0.0995
1983-10-19,0.0976
1983-10-20,0.0963
1983-10-21,0.0967
1983-10-24,0.0935
1983-10-25,0.0901
1983-10-26,0.0905
1983-10-27,0.0866
1983-10-28,0.0873
1983-10-31,0.0847
1983-11-01,0.0836
1983-11-02,0.0826
1983-11-03,0.0821
1983-11-04,0.0835
1983-11-07,0.0871
1983-11-08,0.0877
1983-11-09,0.0865
1983-11-10,0.0887
1983-11-11,0.0840
1983-11-14,0.0841
1983-11-15,0.0836
1983-11-16,0.0836
1983-11-17,0.0823
1983-11-18,0.0839
1983-11-21,0.0875
1983-11-22,0.0880
1983-11-23,0.0849
1983-11-25,0.0849
1983-11-28,0.0860
1983-11-29,0.0860
1983-11-30,0.0857
1983-12-01,0.0857
1983-12-02,0.0830
1983-12-05,0.0846
1983-12-06,0.0855
1983-12-07,0.0833
1983-12-08,0.0825
1983-12-09,0.0825
1983-12-12,0.0817
1983-12-13,0.0778
1983-12-14,0.0771
1983-12-15,0.0781
1983-12-16,0.0781
1983-12-19,0.0783
1983-12-20,0.0749
1983-12-21,0.0743
1983-12-22,0.0734
1983-12-23,0.0722
1983-12-27,0.0720
1983-12-28,0.0720
1983-12-29,0.0724
1983-12-30,0.0723
1984-01-03,0.0698
1984-01-04,0.0696
1984-01-05,0.0692
1984-01-06,0.0684
1984-01-09,0.0673
1984-01-10,0.0681
1984-01-11,0.0675
1984-01-12,0.0721
1984-01-13,0.0700
1984-01-16,0.0690
1984-01-17,0.0689
1984-01-18,0.0703
1984-01-19,0.0703
1984-01-20,0.0721
1984-01-23,0.0725
1984-01-24,0.0682
1984-01-25,0.0693
1984-01-26,0.0692
1984-01-27,0.0688
1984-01-30,0.0688
1984-01-31,0.0688
1984-02-01,0.0688
1984-02-02,0.0689
1984-02-03,0.0709
1984-02-06,0.0693
1984-02-07,0.0667
1984-02-08,0.0670
1984-02-09,0.0668
1984-02-10,0.0660
1984-02-13,0.0651
1984-02-14,0.0637
1984-02-15,0.0647
1984-02-16,0.0653
1984-02-17,0.0640
1984-02-21,0.0643
1984-02-22,0.0652
1984-02-23,0.0651
1984-02-24,0.0667
1984-02-27,0.0664
1984-02-28,0.0619
1984-02-29,0.0601
1984-03-01,0.0601
1984-03-02,0.0630
1984-03-05,0.0633
1984-03-06,0.0621
1984-03-07,0.0601
1984-03-08,0.0613
1984-03-09,0.0647
1984-03-12,0.0657
1984-03-13,0.0656
1984-03-14,0.0640
1984-03-15,0.0653
1984-03-16,0.0660
1984-03-19,0.0660
1984-03-20,0.0673
1984-03-21,0.0677
1984-03-22,0.0638
1984-03-23,0.0640
1984-03-26,0.0650
1984-03-27,0.0640
1984-03-28,0.0647
1984-03-29,0.0647
1984-03-30,0.0643
1984-04-02,0.0641
1984-04-03,0.0621
1984-04-04,0.0628
1984-04-05,0.0606
1984-04-06,0.0610
1984-04-09,0.0608
1984-04-10,0.0597
1984-04-11,0.0594
1984-04-12,0.0596
1984-04-13,0.0603
1984-04-16,0.0590
1984-04-17,0.0593
1984-04-18,0.0583
1984-04-19,0.0575
1984-04-23,0.0579
1984-04-24,0.0583
1984-04-25,0.0584
1984-04-26,0.0584
1984-04-27,0.0567
1984-04-30,0.0575
1984-05-01,0.0589
1984-05-02,0.0575
1984-05-03,0.0570
1984-05-04,0.0560
1984-05-07,0.0542
1984-05-08,0.0542
1984-05-09,0.0542
1984-05-10,0.0542
1984-05-11,0.0528
1984-05-14,0.0548
1984-05-15,0.0550
1984-05-16,0.0548
1984-05-17,0.0547
1984-05-18,0.0555
1984-05-21,0.0582
1984-05-22,0.0577
1984-05-23,0.0550
1984-05-24,0.0554
1984-05-25,0.0565
1984-05-29,0.0555
1984-05-30,0.0558
1984-05-31,0.0560
1984-06-01,0.0570
1984-06-04,0.0559
1984-06-05,0.0556
1984-06-06,0.0578
1984-06-07,0.0574
1984-06-08,0.0567
1984-06-11,0.0561
1984-06-12,0.0542
1984-06-13,0.0545
1984-06-14,0.0546
1984-06-15,0.0546
1984-06-18,0.0549
1984-06-19,0.0553
1984-06-20,0.0554
1984-06-21,0.0533
1984-06-22,0.0535
1984-06-25,0.0523
1984-06-26,0.0527
1984-06-27,0.0529
1984-06-28,0.0529
1984-06-29,0.0511
1984-07-02,0.0491
1984-07-03,0.0466
1984-07-05,0.0466
1984-07-06,0.0466
1984-07-09,0.0465
1984-07-10,0.0482
1984-07-11,0.0469
1984-07-12,0.0455
1984-07-13,0.0459
1984-07-16,0.0446
1984-07-17,0.0436
1984-07-18,0.0428
